このような状況の中、戸建住宅向け機能門柱や金属パネルなどの建築商材並びに防災倉庫や耐震・免震材などのレジリエンス製品の拡販に努めました結果、売上高490億２百万円（前連結会計年度比2.7％増）となりました	1
以上の結果、当連結会計年度の業績は、売上高592百万円（前年同期比19.6％増）、営業損失36百万円（前年同期営業損失12百万円）、経常損失26百万円（前年同期経常損失15百万円）、親会社株主に帰属する当期純損失30百万円（前年同期親会社株主に帰属する当期純損失28百万円）となりました	0
また、米国の需要は高水準で推移しました	1
当事業年度の我が国の経済は、為替が若干不安定な動きを見せる状況にありますが、企業収益は堅調に推移しており、雇用情勢及び所得環境も改善傾向にあります	1
当連結会計年度におけるわが国経済は、世界経済の緩やかな回復等を背景にした輸出や設備投資をけん引役に、底堅く推移しました	1
航空事業は、輸出で電子・電気機器関連品や自動車関連部品等の取扱いが順調に拡大し、前期比で取扱重量は21.1％増となりました	1
当連結会計年度のわが国経済は、雇用・所得環境の改善から個人消費は持ち直しの動向が見られるなど緩やかな回復基調が続きましたが、英国の欧州連合(ＥＵ)離脱決定や米国新政権の政策動向による影響など、海外経済は不確実な状況で推移いたしました	1
産業プラント分野は、国内の省エネ、更新需要が堅調に推移したこと、データセンター向け等の新規ソリューション事業の増加により、売上高、営業損益ともに前連結会計年度を上回りました	1
さらには、当社グループ販売強化項目の一つであるカタログディストリビューターを中心とする「ネットセールス」に取り組むなど、積極的に施策を展開してまいりましたが、現地通貨ベースでは前年同期比3.0%減となりました	0
化学設備プラントおよび一般産業用プラント建設は、請負工事の増加により、前期に比べ増収となりました	1
電子材料用金属粉や高純度酸化タンタルは、中華スマホの高機能化と需要拡大、電装化の進む自動車向けの需要が堅調であったことから販売量は増加しました	1
このような環境の下、営業力を強化したこと及び既存派遣契約の継続や新規派遣契約数の増加に注力したこと等により、引き続き事務、エンジニアリング及びIT分野を中心に売上高が好調に推移しました	1
産業機器事業において、北米向けレジャービークル用エンジンの販売が減少したことにより、売上高は353億円と前連結会計年度に比べ48億円（11.9％）の減収となりました	0
当連結会計年度におけるわが国経済は、企業収益や雇用環境の改善が持続し、昨年末以降の株価回復などを背景として個人消費に持ち直しの兆しがみられるなど、緩やかな回復基調が続きましたが、将来の不透明さによる生活防衛意識などもあり、回復テンポは鈍く一部に改善の遅れもみられました	1
国内のコンパウンド事業のうち塩ビコンパウンドは、電線市場、自動車市場で後半に受注の回復がみられたものの、建材市場では原材料価格の下落に伴う製品価格調整の影響もあり、減収となりました	1
当連結会計年度における当該セグメントの業績は、売上高26,646百万円（同7.9％増）、営業利益2,095百万円（同12.8％増）となりました	1
当社グループの関連業界については、主原料である鉄スクラップ価格が大きく変動するなかで製品販売価格の改善などに努めたが、建設業界の工事着工遅れなどから鋼材需要は伸び悩み、価格の改善が進まず、厳しい環境となった	0
この結果、個人預金が増加しましたので預金は当年度中18,013百万円増加して、当連結会計年度末残高は4,737,336百万円となりました	1
バス事業におきましては、貸切バスの稼働が伸びず営業収入は前年同期に比べ減少いたしました	0
水処理プラント事業は、長期包括運営管理事業の受注があったことや大規模補修改良工事が順調に推移したことから、受注、売上ともに増加いたしました	1
一方、営業費用は、修繕費が増加したものの、燃料費が減少したことから、前連結会計年度に比べ34億61百万円減（2.1％減）の1,652億27百万円となった	1
自動車用鋳物については、北米において、ピックアップトラック向けは高水準を維持しましたが、新興国経済の減速や穀物・原油価格が低調に推移した影響等を受け、農業機械・建設機械向けの需要が減少したため、全体としては前年同期と比較して減少しました	0
貸出金は、法人・個人ともにお客さまのお借入のニーズに積極的にお応えしてまいりましたことにより、期末残高は前年度末比4,997億円増加し、９兆2,688億円となりました	1
上記の結果、当事業年度の売上高は959百万円（前年同期比36.3％減）となりました	0
また、中古車においては、各種施策による中古車ディーラーとの取引拡大に努めてきた結果、取扱高が増加いたしました	1
当業界におきましては、人手不足を主因とする人件費関連コストの上昇並びに消費者の強い節約志向などにより、依然として厳しい経営環境が続いております	0
それに伴い人造黒鉛電極の需要は減少し、特に輸出においては価格競争がさらに激化し、採算の合わない販売を抑制したため、販売数量が減少しました	0
加えて、季節に合わせた商品企画として、抹茶フェア、パインフェア、夏塩フェア、いも・栗フェア、ホワイトフェア、いちごフェアを実施したことにより、ファミリーサイズ商品群やマイベネフィット商品群などが好調に推移しました	1
経常利益は18億88百万円（前年同期比３億19百万円、14.5%減）となりました	0
その結果、当連結会計年度の売上高は1兆4,101億円（前期比3.1％減）、営業利益は314億円（前期比30.9％減）、経常利益は367億円（前期比30.2％減）、親会社株主に帰属する当期純利益は252億円（前期比24.9％減）となった	0
受注高、売上高はカンボジア、ミャンマーが好調に推移したことから前期を上回りました	1
タンタルコンデンサ事業につきましては、車載用レーダー装置等のカーエレクトロニクス向け及び家庭用火災報知器向けの需要は増加しましたが、スマートフォン向けの需要が減少しました	1
ロジスティクス事業では、経済の成長鈍化による影響が新興国の一部地域でみられましたが、カンボジア等、今後大きく成長が見込まれる地域への投資を継続し事業を拡大しました	0
また、営業利益は１億９千６百万円（前年同期比6.1％減）となりました	0
一方、海外においては、中国ならびにアジア新興国経済の減速のほか、米国新政権の政策や英国のＥＵ離脱が経済に与える影響も懸念されるなど、先行き不透明な状況のまま推移いたしました	0
アジア地域においては、家電機器向け需要が低調となったことなどにより、売上高は41,776百万円と前期比10.2％の減収となりました	0
これらの結果、売上高は11,294百万円（前期比6.0％増）となりました	1
また、機能性パンプス「プラチナムシリーズ」を昨年春に発売し、チャネルを問わずその履き心地のよさが評価されております	1
当連結会計年度におけるわが国経済は、欧米先進国での景況感の改善傾向や中国・アジア新興国での景気の持ち直しなどがあった一方、米国新政権が主導する経済政策の実現可能性への懸念もあり、先行き不透明な状況で推移しました	1
一方、社会インフラ領域でのソフトウェア開発や、自動車関連での組込み系システム開発の需要、メーカーをはじめ広い領域での業務用アプリケーションの開発需要は増加傾向にあります	1
この結果、当連結会計年度における営業収益は、前連結会計年度と比較して0.5％、99百万円増加して21,871百万円となりましたが、営業損益は、人件費の増加や新車導入に伴う償却費の増加等の影響により、前連結会計年度771百万円の営業損失に対し、1,102百万円の営業損失となりました	0
これらの状況により、売上高は4,890億円(前年同期比3.0％減)となり、このうち海外売上高は3,590億円(前年同期比2.7％減、海外売上高比率73.4％)となりました	0
基盤素材セグメントの売上高は、前連結会計年度に比べ652億円減の5,656億円、売上高全体に占める割合は47％となりました	0
厳しい競合環境が続く米州市場での競争力を更に強化するため、生産性の向上を目的として新型一括溶接設備を、CR-Vのモデルチェンジに合わせ、各拠点に導入しました	0
恒常化する石油需要の減退とそれに伴う業界再編、さらには電力・ガス小売りの全面自由化による経営環境の変化を踏まえ、関連する事業分野を大きく集約することにより、戦略構築と事業展開の一体化・迅速化を推進しました	0
この結果、当連結会計年度の売上高は、83億円（前期比0.6％増）、経常利益は９億88百万円（前期比12.0％減）となりました	1
この結果、当連結会計年度の売上高につきましては、国内事業の調合香料事業と合成香料・ケミカル事業がいずれも前期比減収の中、中国市場を主力とする海外事業が前期比増収となりましたが、売上高は前連結会計年度比5.3%減の15,250百万円となりました	0
売上高は、前連結会計年度と概ね同水準で推移し、前連結会計年度比9.0％増の4,009億円（前連結会計年度は3,679億円）となった	1
また、中国国内取引は建機、農機及び空調機等の主要対面業界に回復の兆しが見られ堅調に推移しました	1
不動産業におきましては、不動産賃貸業では、解体に着手した広電第二タワービルのテナント退去による賃料収入の減少により減収となり、不動産販売業では、前連結会計年度に「西風新都グリーンフォートそらの」の商業用地および業務用地や五日市分譲マンションの販売があったのに対し、当連結会計年度ではそのような大型物件の販売がなかったことから、減収となりました	0
その結果、一般勘定と特別勘定を合計した資産運用損益は、2,091億円（同42.2％増）の利益となりました	1
臨床診断薬や衛生検査薬、運送事業が前期の売上を上回りました	1
当期利益（親会社の所有者に帰属）については、持分法による投資損益の良化等により、前連結会計年度を39億円（40.2％）上回る136億円となりました	1
衣料部門については、前期に実施した「繊維・アパレル事業の構造改革」に伴う売上高の減少や、暖冬の影響から秋冬物の売上が伸び悩んだことから、売上高は前期を下回った	0
当社グループの主たる事業である投資・金融サービス業においては、６月の英国によるＥＵ離脱の是非を問う国民投票や11月の米大統領選挙といった欧米のイベント時には、貴金属市場を中心に市場は活況となりましたが、ＦＲＢによる利上げ判断の動向や米国の新政権による経済政策の先行きを睨んだ様子見ムードにより、期間全体を通して積極的な取引を手控える期間が長引きました	1
海外における各種プロジェクト案件が減少したこと等により、売上高は469億円と前連結会計年度に比べ44億円、8.6％の減収となりましたが、営業利益は38億円と前連結会計年度に比べ１億円、5.3％の増益となりました	0
営業利益は、増収効果などにより前年同期比15.6％増の35億11百万円となりました	1
非製造業においては、新車販売に持ち直しの動きが見られ、住宅関連も緩やかに回復いたしました	1
国内、中国、EMEAの中小型の減・変速機の市況は堅調に推移したものの、国内外の大型機種の市況低迷が継続したことから、受注、売上ともに減少いたしました	0
当社の主要顧客である造船業界においては、中国経済の減速等による海運市況の長期低迷に伴う船腹過剰、また一昨年の窒素酸化物３次規制の適用前の駆け込み発注に対する反動もあり、受注量は大幅に減少しており厳しい状況が続きました	0
このような環境の中、売上高につきましては、米国でのモデルチェンジに伴う売上構成変化及び為替換算影響等により、39,752百万円（前期比2.2％減）となりました	0
以上の結果、当部門の売上高は108億20百万円と前連結会計年度に比べ２億88百万円(2.7%)の増加、営業利益は２億12百万円と前連結会計年度に比べ33百万円(19.0%)の増加となりました	1
また、爆買いブームが沈静化する中、インバウンド集客を団体から個人へ切り替え好調を維持	0
当連結会計年度の当セグメントの業績は、売上高275億１百万円(前年同期比3.5％減)、セグメント利益(営業利益)48億39百万円(同17.7％減)であった	0
営業利益は、海外事業の外貨円換算額の減少による影響はありましたが、原材料安が継続したことや付加価値の高い製品の販売が好調であったこともあり増加しました	1
主要なセグメントの売上高につきましては、国内事業のうち、フレグランスとフレーバーの調合香料事業は、フレグランスは前期比増収となりましたが、フレーバーの取扱商品が前期に比べ大幅減収となったため、前期比9.1％減の7,074百万円となりました	0
以上の結果、当期の旅行事業における売上高は1,606億円（前期比4.0％減）、営業利益は37億円（前期比12.8％減）となった	0
一方、中国をはじめとするアジア新興国の景気減退、米国新政権における今後の政策動向、欧州における政情懸念等、世界情勢においては依然として先行き不透明な状況となっております	0
この結果、当連結会計年度の売上高は112,854,233千円（前期比2.5％減）、営業利益は2,752,018千円（前期比2.3％減）、経常利益は2,658,071千円（前期比10.9％減）、親会社株主に帰属する当期純利益は1,576,653千円（前期比20.2％減）となりました	0
しかし、欧州でのBREXITをめぐる先行き不透明感の高まり、各国における保護主義の台頭や急激な為替変動のリスク、また、国内における人手不足の顕在化など、依然として予断を許さない状況が続いています	0
受注高は産業プロセス空調設備工事、一般空調・衛生設備工事ともに好調に推移したことから前期を上回りました	1
一方、インドネシアでは、民間消費が堅調な伸びを維持し、景気は徐々に回復に向かっており、新たな事業機会の広がりが期待されるなど、今後も人口増加や中間所得層の拡大により衣料分野や生活関連分野などで需要増加が見込まれます	1
高齢者向けマンション事業におきましては、売上高は堅調に推移いたしました	1
石油業界においては、低燃費車の普及など省エネルギー化の進展により、燃料油の需要は減少傾向が続いた	0
その結果、部門全体の売上高は8,012億円（前期比2.5％減）、営業利益は188億円（前期比35.7％減）となった	0
その他の売上高は、ＦＡ機器の増加はありましたが、ホームＡＶや光ディスクドライブ関連製品の減少に加え、円高の影響もあり、前連結会計年度に比べ19.2％減収の74,193百万円となりました	0
以上の結果、ゴルフ運営事業部門における売上高は9,164百万円（前期比1.0％減）、営業利益は591百万円（前期比33.0％減）となりました	0
その結果、売上高は1百万円（前連結会計年度比7.7％減）、営業損失は16百万円（前連結会計年度は74百万円の営業損失）となりました	0
一方、営業利益は３億14百万円（同0.2％減）とほぼ横ばいで推移しました	0
当連結会計年度におけるわが国経済は、政府の経済政策を背景に企業収益や雇用情勢の改善が見られるなど、緩やかな回復基調が続きました	1
ロボドリル（小型切削加工機）につきましては、自動車、二輪車の部品加工向けの販売が堅調に推移し、また、第４四半期からＩＴ関係の一時的需要が動き始めました	1
商業印刷部門では、カタログ・パンフレットが減少したものの、リーフレット・チラシ、ＰＯＰ、ノベルティなどが増加した結果、当部門の売上高は176億９千７百万円(前期比1.9％増)となりました	1
また売上は、運搬機械事業をはじめ各事業の工事が順調に推移したことから、増加いたしました	1
当連結会計年度におけるわが国経済は、雇用状況の改善が続き、緩やかな景気回復が続きました	1
また、コスト削減努力あるいは採算管理の徹底等により、粗利益率に顕著な改善が見られました	1
エレクトロニクス事業のセパレータ事業では、各製品の販売数量が増加し、前連結会計年度第２四半期より連結したPolypore社の業績を通期で取り込みましたが、買収に伴うのれん償却費等を計上し、円高の影響も受けました	1
これに、特別損益として、シンジケートローン実行に係る借入金の中途解約損失や中国の縫製事業からの完全撤退に伴う特別損失、中国における商業施設事業の持分譲渡に伴う特別利益などを計上し、さらに繰延税金資産の計上などを加味して法人税等の負担を考慮した結果、親会社株主に帰属する当期純利益は１億56百万円(前期比25.0％増)となった	1
当期のわが国経済は、輸出の回復などを背景に企業収益は増加し、緩やかな景気の回復を見せました	1
プロテクトフィルムについては、台湾子会社で量産体制を整え、国内分も含め生産数量としては前年を上回ったものの、業界における販売単価下げの影響を大きく受けたことで売上が伸び悩み、事業全体としては売上微減の展開となりました	0
鉱山機械需要についても回復の兆しが見られました	1
利益については、為替による粗利益の減少、研究開発費・人件費などの販売管理費の増加があったものの、売上高の増加および製品構成の良化等により、営業利益は微増となりました	1
セグメント利益は、防蟻・防水・断熱工事等の住宅関連事業において収益性が向上し、セグメント利益の向上に貢献はしたものの、上記売上高の減少を補うまでには至らず、645百万円と前年同期に比べ56百万円減少しました	0
ブラジルにおいては、消費者の健康意識向上による低カロリー製品ニーズの高まりに応えるため、昨年７月から乳製品乳酸菌飲料「ヤクルト40ライト」の販売を開始しました	1
当事業年度の資金運用収支は179億17百万円、役務取引等収支は△15億80百万円、その他業務収支は47億85百万円となりました	1
海外においても、中国を始めとする新興国経済の減速及び欧米の政治情勢の先行き不透明感により弱めの動きとなりました	0
不動産事業におきましては、深谷市緑台の分譲地の完売により販売物件が減少したことなどから、営業収入は前年同期に比べ減少いたしました	0
婦人靴につきましては、モノづくりにこだわった「リーガル」の高価格帯コレクション「プレミアムライン」が徐々に認知されております	1
円高に伴う為替差損１億２千７百万円を営業外費用に計上したことから、経常損失は26億２千１百万円（前連結会計年度は６億１千３百万円の経常損失）となり、繰延税金資産の取り崩し５億７千９百万円を法人税等調整額に計上したことから、親会社株主に帰属する当期純損失は32億３千４百万円（前連結会計年度は５億５百万円の親会社株主に帰属する当期純損失）となりました	0
以上により、セグメント全体では、減収・減益となりました	0
鳥取県経済を見ますと、企業収益は堅調に推移し、生産活動の持ち直しの動きや雇用情勢の着実な改善が続いたほか、公共工事や住宅投資も前年度を上回って推移しました	1
建設機械業界は、国内需要が減少したものの、中国市場では公共投資の増加により、回復傾向となりました	1
銀行個人ローン保証につきましては、株式会社三菱東京UFJ銀行のWeb商品や地方銀行等との取引拡大を図った結果、取扱高が増加いたしました	1
以上の結果、経常利益は前年度と比べ2,561百万円増加して16,909百万円となりました	1
また、欧州、アジア・オセアニアでは引き続き市場が拡大しており、各地域で売上は順調に推移いたしました	1
なお、主要分野の売上高の内訳は、旅行分野585億円（前連結会計年度比3.8％減）、飲食分野375億円（前連結会計年度比3.2％増）、美容分野573億円（前連結会計年度比24.4％増）となりました	1
我が国の経済においても、企業収益、雇用・所得環境の改善や設備投資の持ち直しが見られたものの、依然として個人消費は低調となりました	1
また既設物件のリニューアルにおきましても分譲物件を中心に継続的な提案活動を行ってきたことにより受注が順調に推移するとともに、専任の営業担当を置き受注活動を強化した賃貸住宅への小規模マンション・アパート向けシステムの販売が好調に推移いたしました	1
中国の景気減速に伴う中国製鋼材の大量流出により、国内外において需給不均衡の状態が継続し鋼材市況は低迷しました	0
化学工業界におきましては、原油価格の安定的な推移や国内の余剰設備削減等の構造改革の効果により、国内のナフサクラッカーは高水準で稼働しました	1
本みりんは、「米麹こだわり仕込み本みりん」、料理酒は、「国産米こだわり仕込み料理の清酒」等の高付加価値品は順調に推移しましたが、一方でギフトや加工・業務用が振るわず、本みりん全体として前期を下回りました	0
電子部品装置・その他装置の受注高は17億72百万円（前年同期比63.0％減）、売上高は24億９百万円(同49.1％減)となりました	0
当連結会計年度におけるわが国経済は、海外の景気回復と年後半の円安進行を受けて、外需主導で緩やかに回復いたしました	1
2016年４月より、電力小売りの全面自由化への対応として開始した家庭向け電力販売は、ＬＰガスとのセット販売を推進した結果、第４四半期累計で約32,000軒を獲得しました	1
このような状況の中、一般石油製品・潤滑油の新規開拓・拡販や新商材の販売に努めました結果、売上高は263億３百万円（前連結会計年度比7.7％減）となりました	0
また、親会社株主に帰属する当期純利益は、営業利益が減少したことや、特別損失として海外における事業構造改善費用を計上したことなどから、前連結会計年度の731百万円の利益から5,054百万円の損失となりました	0
官公庁の工事発注量の減少及び入札競争の激化による受注数の減少、民間設備投資の停滞、工事案件の大型化による仕掛工事の増加により当連結会計年度の施工事業の売上高は前年同期に比べて３億11百万円減少し、５億84百万円（前連結会計年度比34.8％減）となりました	0
国内経済については、企業収益や雇用・所得環境に底堅さが見られるなど、総じて緩やかな回復基調をたどりました	1
当連結会計年度におけるわが国経済は、政府及び日銀の各種政策の効果により雇用・所得環境の改善が続くなかで、景気は、一部に弱さや改善の遅れがみられるものの、緩やかな回復基調で推移しました	1
当社グループにおける事業環境は繊維事業では、上期に円高が進んだことや原材料市場及び法人需要増により収益の改善が見られたものの、百貨店を中心とした衣料品の伸び悩みは依然続いており、総じて厳しい状況で推移いたしました	0
粒状内容物のバルク輸送用ワンウェイ・フレコンの業界の出荷量は、国内生産品はほとんどの用途で前期比大きく減少、海外生産品も除染用が大幅に減ったため全体では減少でした	0
器具分野は、工作機械をはじめとする機械セットメーカ及び受配電盤メーカの需要減少により、売上高、営業損益ともに前連結会計年度を下回りました	0
当連結会計年度におけるわが国経済は、雇用・所得環境の改善を背景として、個人消費に持ち直しの動きが見られるなど、緩やかな回復基調で推移しました	1
パソコン・ゲーム事業は、専門店としての独自商品及びシステム・サービスの提供を重点項目として取組み、他社との差別化を推進し、売上高は265億67百万円（前年同期比7.3％増）となりました	1
欧州においては、英国のEU離脱決定による先行きに不透明感があるものの、下期にかけて堅調に景気が回復しました	1
この結果、当連結会計年度の売上高は 17,818百万円 (前年同期比 4.4％減)、営業利益は 547百万円 (前年同期比 40.1％減) となりました	0
アジア地域においては、円高の影響や、コンシューマー分野が低調に推移したことから、売上高は前期比7.4％減の163億１千３百万円となりました	0
わが国においては、雇用情勢が堅調に推移し、緩やかな景気回復が見られました	1
以上の結果、当連結会計年度の業績につきましては、売上高は5,956,209千円（前年同期比27.3％増）、営業利益728,745千円（同25.6％増）、経常利益735,039千円（同22.9％増）、親会社株主に帰属する当期純利益471,428千円（同19.5％増）と増収増益となりました	1
当事業では、メディカルシステム、社会インフラ、ＦＡ・装置制御等の分野の売上・利益が減少しました	0
利益につきましては、営業利益は前連結会計年度比20.0％増の56億8百万円、経常利益は前連結会計年度比10.0％増の69億76百万円、親会社株主に帰属する当期純利益は前連結会計年度比12.2％増の52億7百万円となりました	1
積極的な設備投資を行ってまいりましたが、売上高は前年同期比0.9％増の264億95百万円にとどまりました	1
米菓品目の「チーズおかき」シリーズを中心に加工米菓商品群が伸張したほか、キャンデー品目の「フェットチーネグミ」シリーズにおいては、ミックスフルーツソーダ味やはちみつレモン味などの新味の発売に加え、ハードな食感がお楽しみいただける「フェットチーネグミコーラ味ハードボイルド」などを品揃えし好評をいただきました	1
当事業年度におけるわが国経済は、政府による経済政策や金融政策の総動員もあり、緩やかな回復基調となったものの、個人消費や設備投資は力強さを欠き、海外経済の減速と為替、原材料価格の変動リスクを抱え、先行き不透明な状況が続いた	0
当セグメントの連結売上高は3,451百万円で、前期に対して168百万円の減収でした	0
金融収益12億６百万円（前期比75.4％）から金融費用１億30百万円（同110.8％）を差し引いた「金融収支」は、10億75百万円（同72.6％）となりました	0
また、営業利益は５億87百万円（前年同期比9.6％増）、経常利益は５億77百万円（前年同期比6.3％増）となりました	1
精密鋳造品は、事業構造改革の成果が表れ、自動車部品を中心に受注が回復いたしました	1
これに、渇水準備金を取崩し、法人税等を計上した結果、親会社株主に帰属する当期純損益は６億円の損失（前期は親会社株主に帰属する当期純利益128億円）となった	0
加えて、両業態に共通する商材である通信機器においても、総務省によるスマートフォンの料金負担の軽減及び端末販売の適正化の促進や、新規・大手のＭＶＮＯ事業者等の参入によりモバイル市場の活性化と同時に「格安スマホ」需要が高まっており、市場が急速に拡大しております	1
営業利益におきましては、売上高の減収はあったものの、販売や販売費及び一般管理費の効率向上から、14億59百万円となり、前年同期と比べ37百万円(2.7％)の増益となりました	1
当連結会計年度においては、コールセンター・店舗・WEB・訪問のチャネル展開、及び販売網の連携強化に注力し、販売は好調に推移いたしました	1
不動産業において、不動産賃貸では、当社グループが所有する賃貸用不動産は、入居率、稼働率ともに高水準で推移しており、安定した収益源となっております	1
当連結会計年度における世界経済は、米国新政権の政策運営、イギリスのEU離脱問題や欧州各国における政治情勢等、欧米においては不透明な状況が続く中、景気は総じて緩やかな回復基調となりました	1
オーストラリアの販売子会社であるアイホンＰＴＹにつきましては、大型物件を対象とした積極的な受注活動が功を奏し集合住宅向けシステムの受注が好調に推移し、販売は増加いたしました	1
この結果、売上高21億87百万円（前年同期比13.8％増）、営業利益は２億円（前年同期比82.6％増）となりました	1
航空事業は、輸出で自動車関連部品、電子・電気機器関連品、衣料品の取扱いが順調に推移し、取扱重量は前期比18.3％増となりました	1
請負工事収入が前期比6億90百万円減の689億18百万円となったものの、管理受託収入が同比9億86百万円増の850億78百万円となったことなどにより、不動産管理事業の営業収入は同比5億18百万円増の1,633億39百万円となりました	1
また、スポーツ施設提供業おいては、天候により来場者数、売上が左右されるなか、各ゴルフ場間での価格競争の激化が、集客に苦戦を強いられる要因となりました	0
また、リスク管理債権比率（貸出金残高に占める比率）は、貸出金残高の増加の効果もあり、前年同期比0.23ポイント低下し、３月末1.86％となりました	1
当セグメントの売上高は、前連結会計年度に比べ19億円減の367億円、売上高全体に占める割合は３％となりました	0
国内の亜鉛メッキ鋼板向け需要は、自動車向けが低調に推移したこと等から減少しました	0
機能性フィルム・シートは、包装用フィルム分野における販売が堅調に推移しました	1
金属加工油剤は、切削油剤等が低調で減収となりました	0
両製品ともに、特に超大型クラスの需要低迷が続きました	0
（前期比5.9％減）、経常利益９億32百万円（前期比1.4％減）、当期純利益４億15百万円（前期比26.1％減）と	0
しかしながら、営業収益は174億５千７百万円（前期比21.0％減）となり、営業利益は56億２千１百万円（前期比16.3％減）となった	0
しかしながら、カラオケ事業と同様に、熊本地震による影響から、１店舗が１週間程度の休業となり、また集客も減少傾向となったことなどから、売上高は1,849,813千円（前年同期比4.1％減）、セグメント損失は45,142千円（前年同期はセグメント損失35,016千円）となりました	0
また平成30年に予定されている調剤報酬改定も更に厳しい内容になる見通しです	0
また、改修のため一時生産を休止しておりました広川きのこセンターにおきまして、平成28年９月上旬より霜降りひらたけの収穫・出荷を開始したことなどにより、きのこ全体の生産量は増加いたしました	1
本事業においては、マンション建設事業を抑制したことにより、売上高は6,177百万円と前年同期に比べ774百万円減少しました	0
売上高は前連結会計年度比6%減少の590億99百万円となり、営業損益は前連結会計年度比２億71百万円減少の20億64百万円となりました	0
海外では、米国経済の緩やかな回復が続き、中国をはじめとしたアジア新興国経済における生産財需要は一部に持ち直しの動きがみられましたが、新興国の景気減速懸念や諸外国の政策動向による影響など不透明感が一層高まりました	1
その一方で、既存サイトの一部では会員数の減少も見られ、また、新規ファンクラブサイトの開設も想定を下回る結果となりました	0
このうち、国内売上高は95億６千３百万円（同8.5％増）、海外売上高は181億４千４百万円（同1.7％増）となり、海外比率は65.5％となりました	1
また、親会社株主に帰属する当期純利益は、退職特別加算金10億円の特別損失計上や平成28年度税制改正の影響などにより、前連結会計年度に比べ3.6％増の82億円となった	1
その結果、当連結会計年度の売上高は６億33百万円（前年同期比7.5%増）、セグメント利益は83百万円（前年同期比147.1%増）となりました	1
経営成績につきましては、経常収益は、国債等債券売却益の増加等によりその他業務収益等は増加しましたが、貸出金利息や有価証券利息配当金の減少等により資金運用収益が減少したことなどから、前期比７億45百万円減少の161億92百万円となりました	0
当社グループの関連業界では、自動車は、米国で好調な新車販売が高止まり局面に入った一方で、国内需要が年末以降、増加に転じたことや、中国・欧州で需要が伸長した結果、全体としては前年同期と比較して増加しました	1
しかしながら、大型案件が少なく、計画していた案件の中で成約に至らなかったものもあり、売上・利益ともに計画未達の結果となりました	0
このような市場環境を受け、当社装置の受注・売上は前年同期比で減少となった	0
